Applicant_Gender,Manager_Joining_Designation,Manager_Current_Designation,Manager_Grade,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Business_Sourced,zipcode_grp_x,zipcode_grp_y,Manager_Joining_Quarter,Application_Receipt_Quarter,Manager_Joining_Year,Application_Receipt_Year,Applicant_Marital_Status_M,Applicant_Marital_Status_S,Applicant_Marital_Status_W,Applicant_Occupation_Others,Applicant_Occupation_Salaried,Applicant_Occupation_Self Employed,Applicant_Occupation_Student,Applicant_Qualification_Associate/Fellow of Acturial Society of India,Applicant_Qualification_Associate/Fellow of Institute of Company Secretories of India,Applicant_Qualification_Associate/Fellow of Insurance Institute of India,Applicant_Qualification_Certified Associateship of Indian Institute of Bankers,Applicant_Qualification_Class X,Applicant_Qualification_Class XII,Applicant_Qualification_Graduate,Applicant_Qualification_Masters of Business Administration,Applicant_Qualification_Others,Applicant_Qualification_Professional Qualification in Marketing
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,0.0,1.0,127324.0,9.0,0,0,0,1,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,152892.0,10.0,0,0,0,3,2,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,5.0,0,0,0.0,0.0,145213.0,9.0,0,0,0,4,2,2004,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,5,6.0,0,0,0.0,0.0,1338882.0,101.0,0,0,4,1,2,2004,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,0.0,1.0,144073.0,10.0,0,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,512047.0,37.0,0,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,512047.0,37.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,103303.0,5.0,0,0,4,2,2,2006,2007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,148789.0,10.0,0,0,0,3,2,2004,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,106035.0,5.0,0,0,0,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,4.0,2.0,151516.0,7.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,4.0,2.0,151516.0,7.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,222197.0,16.0,0,0,9,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,0.0,1.0,170469.0,8.0,0,0,0,3,2,2006,2007,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,1.0,170469.0,8.0,0,0,0,3,2,2006,2007,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,0.0,0.0,135597.0,11.0,0,0,0,3,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,3,3,4.0,1,0,0.0,0.0,0.0,0.0,0,0,0,2,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,4.0,4.0,223050.0,17.0,1,0,0,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,1,0,2.0,0.0,0.0,0.0,0,0,0,2,2,2007,2007,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,787651.0,41.0,1,0,4,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,1,3.0,3.0,367617.0,24.0,1,9,9,2,2,2001,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,1,0.0,0.0,1561025.0,10.0,1,0,9,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,3,4.0,0,0,1.0,0.0,77718.0,4.0,1,0,0,4,2,2001,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,1,3.0,3.0,367617.0,24.0,1,9,9,2,2,2001,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,1.0,1.0,338478.0,13.0,1,0,0,4,2,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,4,6.0,0,0,0.0,0.0,524754.0,27.0,0,0,0,2,2,2002,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,0.0,125383.0,9.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,1,3.0,0.0,230459.0,5.0,0,9,0,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,5.0,1.0,262210.0,19.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,5.0,1.0,201704.0,15.0,0,0,0,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,78125.0,7.0,0,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3,3,4.0,0,0,13.0,2.0,40592.0,4.0,0,0,0,1,2,2007,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,1.0,0.0,11085.0,1.0,0,0,4,1,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,0.0,129873.0,10.0,0,0,0,4,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,1,0.0,0.0,360324.0,11.0,0,0,0,2,2,2004,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,1.0,1.0,139141.0,8.0,0,0,0,4,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,1.0,518651.0,19.0,0,0,0,3,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,99525.0,7.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,95403.0,6.0,0,0,0,3,2,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,95403.0,6.0,0,0,0,3,2,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,1,2.0,0,0,1.0,1.0,86058.0,4.0,0,0,0,4,2,2006,2007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,1,8.0,4.0,1010486.0,23.0,0,0,9,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,2.0,0.0,152816.0,6.0,0,0,0,1,2,2004,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,1.0,0.0,175479.0,12.0,0,0,0,4,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,0.0,119912.0,7.0,0,0,0,3,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,3,4.0,0,0,0.0,0.0,125445.0,10.0,0,0,0,3,2,2003,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,3.0,0.0,432239.0,24.0,0,0,0,4,2,2001,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,1.0,196247.0,17.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,281938.0,14.0,0,0,0,2,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,74777.0,6.0,0,0,0,3,2,2005,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,1,0.0,0.0,41712.0,3.0,0,0,0,1,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,0.0,133958.0,8.0,1,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,3,4.0,0,0,0.0,0.0,344733.0,23.0,1,0,9,4,2,2003,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,1,0.0,2.0,57745.0,4.0,1,0,0,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,2.0,2.0,262207.0,7.0,0,0,0,4,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,5.0,3.0,250585.0,19.0,1,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,39892.0,3.0,1,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,1,2,3.0,0,0,1.0,1.0,291549.0,11.0,1,0,9,4,2,2002,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2,4,4.0,0,1,0.0,0.0,1098723.0,22.0,1,0,9,4,2,2003,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,787651.0,41.0,1,0,9,3,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,9,3,2,2007,2007,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,152210.0,10.0,0,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,147835.0,11.0,1,0,0,2,2,2004,2007,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,3,4.0,0,0,0.0,1.0,384799.0,27.0,0,0,0,4,2,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,1,1.0,0.0,112461.0,6.0,1,0,0,4,2,2004,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,1.0,0.0,310156.0,20.0,0,0,0,2,2,2004,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,3.0,0.0,147899.0,9.0,1,0,4,1,2,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,1.0,324081.0,23.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,0.0,0.0,140688.0,9.0,0,0,0,4,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,57046.0,4.0,0,0,0,3,2,2006,2007,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,740334.0,8.0,0,0,0,4,2,2006,2007,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,96275.0,9.0,0,9,0,3,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,3.0,0.0,270212.0,21.0,0,0,0,2,2,2004,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,120764.0,7.0,0,0,0,1,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,1,1.0,0.0,180604.0,12.0,0,0,0,3,2,2003,2007,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,2.0,0.0,205527.0,12.0,0,0,0,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,2.0,240624.0,15.0,0,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,1,1.0,0.0,114248.0,5.0,0,0,0,1,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,0.0,1.0,381655.0,17.0,0,0,0,3,2,2002,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,0.0,0.0,189863.0,16.0,0,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,0.0,0.0,166372.0,10.0,0,0,0,1,2,2005,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,1.0,175632.0,11.0,0,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,74412.0,6.0,0,0,0,3,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,1.0,1.0,234804.0,12.0,0,0,0,1,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,4.0,0.0,306568.0,17.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,93130.0,8.0,0,0,0,4,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,1.0,232963.0,16.0,0,0,0,3,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,93130.0,8.0,0,0,0,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,0.0,119124.0,10.0,0,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,265714.0,19.0,0,0,0,3,2,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,1.0,95679.0,6.0,0,0,0,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,3,4.0,0,0,2.0,2.0,128602.0,7.0,0,0,0,2,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,1.0,1.0,291481.0,15.0,0,0,4,4,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,0.0,0.0,314418.0,19.0,0,0,0,4,2,2003,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,4,5.0,0,0,0.0,0.0,897757.0,13.0,0,0,0,3,2,2003,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,1.0,0.0,465754.0,19.0,0,0,0,4,2,2005,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,3,4.0,0,0,1.0,0.0,289329.0,18.0,0,0,0,3,2,2002,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,0.0,0.0,140688.0,9.0,0,0,0,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,281938.0,14.0,0,0,0,2,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,0.0,54350.0,4.0,0,0,0,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,185670.0,13.0,1,0,4,4,2,2004,2007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,2,3.0,0,1,2.0,3.0,300017.0,11.0,1,0,0,3,2,2005,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,2,2,3.0,0,0,1.0,0.0,219778.0,7.0,1,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,0.0,0.0,117451.0,11.0,0,0,0,3,2,2003,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,3.0,1.0,208830.0,11.0,1,0,0,2,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,1.0,1.0,90563.0,6.0,1,0,9,2,2,2004,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,2,3.0,0,0,5.0,1.0,201704.0,15.0,1,0,9,4,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,1.0,131291.0,7.0,1,0,0,3,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,1.0,172580.0,13.0,0,0,0,3,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,4,5.0,0,0,0.0,0.0,1151620.0,23.0,1,0,0,3,2,2002,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,3.0,2.0,211944.0,15.0,1,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,1.0,103453.0,8.0,1,0,4,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,3,4,5.0,0,0,0.0,0.0,459000.0,12.0,0,0,0,3,2,2005,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,2.0,0.0,294311.0,23.0,0,0,0,4,2,2001,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1,2,3.0,0,0,3.0,0.0,153393.0,11.0,1,0,9,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,3,4.0,0,0,2.0,3.0,269841.0,11.0,1,0,4,1,2,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,75003.0,6.0,1,0,0,4,2,2004,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,3.0,0.0,432239.0,24.0,1,0,0,4,2,2001,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,0.0,0.0,150023.0,13.0,0,0,0,3,2,2004,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,1.0,160422.0,13.0,0,0,0,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,0.0,1.0,236508.0,14.0,1,0,4,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,0,0.0,0.0,243118.0,11.0,1,0,0,2,2,2002,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,1,0,0,3,2,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,1.0,102576.0,11.0,1,0,9,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,1.0,515016.0,41.0,1,0,0,1,2,2004,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,1.0,234804.0,12.0,1,0,0,1,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,0.0,0.0,234085.0,19.0,1,0,0,3,2,2003,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,2.0,0.0,235437.0,17.0,1,0,9,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,3,4.0,0,0,1.0,2.0,151700.0,5.0,0,0,0,3,2,2005,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,57046.0,4.0,0,0,0,3,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,2,4,5.0,0,1,2.0,0.0,352343.0,16.0,0,0,0,3,2,2002,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,1,1.0,0.0,199430.0,14.0,0,0,0,4,2,2002,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,1,0.0,0.0,1561025.0,10.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,4,5.0,0,1,2.0,0.0,1210362.0,37.0,0,0,0,3,2,2002,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,2.0,178680.0,8.0,0,0,0,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,0.0,125383.0,9.0,0,0,0,2,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,1.0,324081.0,23.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,1.0,1.0,324081.0,23.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,3.0,241732.0,15.0,0,0,0,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,3.0,3.0,241732.0,15.0,0,0,0,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,2.0,0.0,210675.0,13.0,0,0,0,2,2,2004,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,3.0,0,0,1.0,0.0,102178.0,5.0,0,0,0,3,2,2007,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,0.0,45736.0,4.0,0,0,0,4,2,2006,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,2,4,5.0,0,1,1.0,0.0,830463.0,10.0,0,0,0,1,2,2003,2007,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,2,3.0,0,0,2.0,0.0,120188.0,11.0,0,0,0,3,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,1.0,175632.0,11.0,0,0,0,2,2,2006,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,1,0,0.0,0.0,0.0,0.0,0,0,9,2,2,2007,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,1,1.0,0.0,114248.0,5.0,0,0,0,1,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,0,4,6.0,0,0,3.0,0.0,635000.0,7.0,0,0,0,1,2,2007,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,1,2.0,0,0,0.0,0.0,189186.0,9.0,0,0,0,4,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,168627.0,9.0,0,0,0,2,2,2006,2007,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,0.0,78286.0,8.0,0,0,9,4,2,2003,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,2.0,1.0,39882.0,3.0,0,0,0,2,2,2006,2007,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,3,4.0,0,0,3.0,0.0,1115233.0,19.0,0,0,0,4,2,2006,2007,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,1,2.0,0,0,3.0,0.0,208738.0,13.0,0,0,0,4,2,2005,2007,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,2,2,3.0,0,0,2.0,0.0,141448.0,9.0,0,0,0,4,2,2005,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,3,4.0,0,0,0.0,0.0,234085.0,19.0,0,0,0,3,2,2003,2007,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,2,4,5.0,0,0,5.0,2.0,280958.0,14.0,0,0,0,1,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,2,2,3.0,0,0,1.0,0.0,96275.0,9.0,0,9,0,3,2,2006,2007,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
0,1,2,3.0,0,0,1.0,1.0,155130.0,14.0,0,0,0,2,2,2006,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
